reviewerID,asin,reviewText,clean_reviewText,summary,clean_summary,rating,helpful_rev,not_helpful_rev,helpful_rev_ratio,rev_year,rev_month,reviewTime,rating_class
A11ZP93TJED4T6,0972683275,"The fact that the pivot point on this TV mount was not built straight caused the TV to tilt slightly when it was swung out.  there is no adjustment for it, so i had to make a choice for the tv to either be straight and level when it was pushed against the wall, or when it was out.  i do not recommend this wall mount.to it's benefit though, it was reasonably sturdy and easy to install.",fact pivot point tv mount not build straight cause tv tilt slightly swing no adjustment make choice tv either straight level push wall not recommend wall mount.to benefit though reasonably sturdy easy install .,poor manufacture quality..,poor manufacture quality,2.0,1,7,0.125,2010,10,2010-10-01,bad
A1Q4DVABELGRQO,140053271X,"Product shipped quickly, and arrived slightly ahead of schedule, even from the other side of out country.The stated storage capacity is rather misleading. It says 2gb, but half of that seems reserved for the system, and most of what's left is reserved for B&N;'s ebooks. That leaves about 250mb for the rest of your library.Fortunately, a 4gb microSD card cost me a measly $5. Even better, memory card integration is seamless.Amazon's got a great price, too. $10 cheaper than anyone else. Ironic, considering the Nook is their direct competitor.One thing to take into consideration is that the page numbers are synced with the actual pages of the ebook, regardless of font size or line spacing, so you can turn through page 85 two or three times before getting to page 86. It's a little weird, but not a major issue.I got my paws on one of these things in the store, and I'm still surprised at how light and small it is.The last consideration (not really an issue, but an odd choice on their part) is the lack of a file manager on the device. You have to plug the Nook into a computer to delete files. However, it's irrelevant, since all of my ebooks are on the memory card, and I bought a USB adapter for that very reason.All in all, this is a fantastic product, and I am very pleased with it.",product ship quickly arrive slightly ahead schedule even side country.the state storage capacity rather mislead say gb half seem reserve system leave reserve n ebooks leave mb rest library.fortunately gb microsd card cost measly even better memory card integration seamless.amazon get great price cheaper anyone else ironic consider nook direct competitor.one thing take consideration page number sync actual page ebook regardless font size line space turn page two three time get page little weird not major issue.i get paw one things store still surprise light small is.the last consideration not really issue odd choice part lack file manager device plug nook computer delete file however irrelevant since ebooks memory card buy usb adapter reason.all fantastic product please .,Reach out and Touch someone,reach touch someone,5.0,0,0,0.0,2013,4,2013-04-16,good
ADE5RJ2I12LZ6,1400532655,"Bought mine a few days ago and returned. It is an ok device but does not truly shine as an ereader and I will expand on it shortly.1st, this is more a hybrid device than an ereader. An ereader basically is for reading documents in an electronic format. Examples of good ereaders: Kindle (of course), Nook 1st generation and Sony. Nook Color, besides allowing you to read, let you browse internet, listen music, play some games and much more tablet oriented stuff. Of course, there is nothing wrong on that until you start thinking about how important color and internet are for just reading a simple book.So, what's cool or nice:-Internet.Full color internet experience, with nice virtual keyboard and ok browser. Touching the screen and keyboard is like an iPad or similar tablets, but is comfortable enough for short emails or using Wikipedia or Google.-PDF supportWith Nook Color not only you can read PDFs in a nice full color screen but you can expand or zoom in at will, move along pages with a simple touch or even rotate and read in landspace mode. This feature is really amazing and the selling point if reading PDFs is your only or most important task.-Full color screenPretty obvious. If you like magazines or would like to get electronic subscriptions of any of them, look no further. The resolution, colors and screen is perfect, a real pleasure to read using a NC. Depending of the magazine you can also extract or read the text or article portion only, leaving images apart.BUT!... not everything is perfect ...-No landscape mode for booksYou have landscape mode while reading PDFs but not while reading regular ePub books. This was a real surprise to me, a bad one! Landscape mode allows you to rotate and read poetry or technical books without cutting the paragraph or breaking lines. With no Landscape mode you are forced to read every book ""as is"" and for a hybrid table which costs more than $200.00, in my opinion, it is not acceptable. My Kindle 3 rotates and it's 50% cheaper!-LCD screenI must admit this device has less glare issues than iPad or Galaxy, but if you have read using eink technology you would not go back and change to LCD again. Reading on a Nook Color for several hours is not easy for your eyes. And forget about using it at your pool or outdoors, unless is cloudy or you find the perfect angle; the glare will bother you while reading anyway. Indoor is a different story but it created some eye strain on me anyway, specially after long reading sessions.-HeavyFor serious readers (those who read novels, fiction books, technical books) or more than 2 or 3 weeks per month, please think again before buying. With about 18oz your hands and wrist will start complaining soon and if you don't have a desk or something to put your NC on, your choices are using your tummy, chest, lap or knee as additional support. A deal breaker. Being a Kindle 3 owner I know what I'm talking about. You can hold a Kindle 3 with one hand and read for hours with little or no problems at all.-BatteryOnly 8 hrs of continue use, average. I bought it a Tuesday, read for about 5 hrs that day, went to bed (leave it on but in sleeping mode). Next day morning turned it on, used it 1 more hour and soon after that the device was at 16% of battery life. (I barely used internet and brightness was at minimum) Another important point about battery and charge is that the Nook Color must be charged via wall, not USB or computer unless screen is off, which means you must forget about using the device during the charging process. The adapter is also proprietary so you can't use your Nook 1st gen adapter or the one some Androids use, I don't like that, I don't like proprietary stuff. The more standard, the more common, the better to replace or find.-No zoom or ability to enlarge imagesAn image with wrapping text around in that cool book? If you can't read it or maybe is too small, then sorry...you're out of luck. You have (at the moment of this review) no way to click, expand or enlarge that image. If you read mostly novels this means nothing to you. But if you read technical books with some images or illustrations on it, the size will be so small that is basically useless and not readable at all. I can't believe this simple feature is absent and I can only hope for a future fix via firmware-Android based but not full access to Android marketShame on you B&N.; This device could be a real hit if was not so closed or locked. As usual, this device will be hacked for those with brave hearts or basic computer skills (actually, it has been) but warranty will not be honored and it's a hassle to keep it up to date after official B&N; firmware upgrades, in case you hacked or rooted the device; also you won't be able to read books in-store if you root it. While B&N; keeps selling the unit without Android Market or a restricted version of it, this device will be like having a Magnum revolver in your hands without any bullets. So much power with Android/Linux but you just can't use it.-No ""read me"" featureFor a $200.00 tablet, I would expect this feature. The Kindle it's not so powerful in terms of hardware or processor and it reads the English books for you.SummaryIf you read a lot, portability and battery life are important for you, forget about Nook Color. If you are a casual reader, looking for a fun device and distractions (Internet, Games, etc) Nook color will fit your bill. Just keep in mind that Nook Color is not a true ereader though, but more like a tablet with reading abilities; if you are aware of that and eye strain is not a concern, this can be a great buy.For now, I will pass. My Kindle 3 is simpler and lighter and does very good what it suppose to do: let me read (or read for me) my favorite books. Most novels and technical books are not in color so I don't need a tablet with Internet access to enjoy them, why bother then?",buy mine days ago return ok device not truly shine ereader expand shortly st hybrid device ereader ereader basically read document electronic format examples good ereaders kindle course nook st generation sony nook color besides allow read let browse internet listen music play game much tablet orient stuff course nothing wrong start think important color internet read simple book.so cool nice : -internet.full color internet experience nice virtual keyboard ok browser touch screen keyboard like ipad similar tablets comfortable enough short email use wikipedia google.-pdf supportwith nook color not read pdfs nice full color screen expand zoom move along page simple touch even rotate read landspace mode feature really amaze sell point read pdfs important task.-full color screenpretty obvious like magazines would like get electronic subscriptions look no resolution color screen perfect real pleasure read use nc depend magazine also extract read text article portion leave image apart.but not everything perfect -no landscape mode booksyou landscape mode read pdfs not read regular epub book real surprise bad one landscape mode allow rotate read poetry technical book without cut paragraph break line no landscape mode force read every book hybrid table cost opinion not acceptable kindle rotate % cheaper -lcd screeni must admit device less glare issue ipad galaxy read use eink technology would not go back change lcd read nook color several hours not easy eye forget use pool outdoors unless cloudy find perfect angle glare bother read anyway indoor different story create eye strain anyway specially long read sessions.-heavyfor serious readers read novels fiction book technical book weeks per month please think buy oz hand wrist start complain soon don desk something put nc choices use tummy chest lap knee additional support deal breaker kindle owner know talk hold kindle one hand read hours little no problems all.-batteryonly hrs continue use average buy tuesday read hrs day go bed leave sleep mode next day morning turn use hour soon device battery life barely use internet brightness minimum another important point battery charge nook color must charge via wall not usb computer unless screen mean must forget use device charge process adapter also proprietary use nook st gen adapter one androids use don like don like proprietary stuff standard common better replace find.-no zoom ability enlarge imagesan image wrap text around cool book read maybe small sorry luck moment review no way click expand enlarge image read mostly novels mean nothing read technical book image illustrations size small basically useless not readable believe simple feature absent hope future fix via firmware-android base not full access android marketshame n device could real hit not close lock usual device hack brave hearts basic computer skills actually warranty not honor hassle keep date official n firmware upgrade case hack root device also win able read book in-store root n keep sell unit without android market restrict version device like magnum revolver hand without bullets much power android/linux use it.-no read featurefor $ tablet would expect feature kindle not powerful term hardware processor read english book you.summaryif read lot portability battery life important forget nook color casual reader look fun device distractions internet game etc nook color fit bill keep mind nook color not true ereader though like tablet read abilities aware eye strain not concern great buy.for pass kindle simpler lighter good suppose let read read favorite book novels technical book not color don need tablet internet access enjoy bother,Good for casual reading. Not better than a Kindle as a true ereader device,good casual read not better kindle true ereader device,3.0,11,6,0.6470588235294118,2011,1,2011-01-07,bad
A2I0X163CQDBFA,9575871979,"Do NOT buy these batteries and this little 'handy kit' if you want a battery you can RELY on.  My experience using them in flashlights (Fenix, Sure Fire, etc) has been dismal.  Full charge = one hour of 'strobe'.  Contacted vendor and was told that ""these cells vary"" and that ""replacing them wouldn't help"".....so WHAT WOULD HELP?!?!Basically, the vendor says that these cells are worthless and unreliable.  Is that what you're looking for?  Go elsewhere.  The battery sucks and the vendor sucks.",not buy batteries little handy kit want battery rely experience use flashlights fenix sure fire etc dismal full charge one hour strobe contact vendor tell cells vary replace wouldn help would help basically vendor say cells worthless unreliable look go elsewhere battery suck vendor suck .,"Don't charge, don't last, don't buy!  Terrible customer service!",don charge don last don buy terrible customer service,1.0,16,3,0.8421052631578947,2010,7,2010-07-01,bad
A162MNFD5CGQ03,0972683275,It does the job and it wasn't too hard to install so i'm a happy tv viewer. Nothing bad to say about it. Came with a bunch of bolt options for different make and model TV's,job wasn hard install happy tv viewer nothing bad say come bunch bolt options different make model tv,"Works well, fairly easy to install",work well fairly easy install,5.0,0,0,0.0,2014,2,2014-02-19,good
A2VDVWA2TYAS4J,1400532655,"When rooted, this is an amazing device, with a powerful CPU that can be over clocked past the normal over clock speed of 1300 Mhz and way past the typical 800 Mhz speed with only less of a battery life and no other ill effects. You will have to download the typical angry birds and fruit ninja games as apk files, but when you do, this device will shine. Other recommendations are tank hero, and Jet Car, and Jest Car Lite (the Lite version has levels that the full version does not even have!).",root amaze device powerful cpu clock past normal clock speed mhz way past typical mhz speed less battery life no ill effect download typical angry bird fruit ninja game apk file device shine recommendations tank hero jet car jest car lite lite version level full version not even .,Amazing Andriod Tablet!,amaze andriod tablet,5.0,1,1,0.5,2011,9,2011-09-18,good
A393VR8USGJSEO,1400699169,"Look folks this is not a $400 IPAD or Samsung.  If you want a wizbang then you don't want the Nook HD.  For me it fit all my needs without needing a loan to buy one.  I ordered my direct from B & N for $179.00.  It came pre registered in my wifes account who has the nook color.  It is very easy to create your own profile and not see all the junk your spouse has but, at the same time can pick what you want that they have.  No need to repurchase what they already have.What Barnes and Nobel doesn't really want you to know is that you can put Amazon's Kindle app on the nook and read Kindle books (both free and purchased from Amazon).  I also noted that, with the Kindle app, you can adjust the fonts and resize PDF documents that you cannot do on the nook when reading PDF's.Lets not forget its a 9 in screen.  Battery holds well at 10 hours.I bought a 32GB SD card and so far have put 15 movies ( and stiil room for many more) on the card to watch in HD. I choose to save the memory on the nook for books or other apps and watch my movies from the tiny SD micro card. Buy ""DVD Catalyst"" ( really cool program for $9.95)(can try it for free)on line to compress those movies from DVD and then it automatically puts it on the micro card.I seen some gripes about them adding Google store.  Not sure how you can complain about ading a whole another facet of apps.  IF YOU DON'T LIKE IT THEN DON'T ADD ANY GOOGLE APPS. Its still a free country.So for reading ebooks, movies, games, apps and many others all for $179.00, for me it hit my tickle spot. I gave it four stars instead of 5 because it did not have a camera, crappy speaker on the back instead of single or dual on the front.  And the power cord is just too expensive for a crummy cable.",look folks not $ ipad samsung want wizbang don want nook hd fit need without need loan buy one order direct n come pre register wifes account nook color easy create profile not see junk spouse time pick want no need repurchase already have.what barnes nobel doesn really want know put amazon kindle app nook read kindle book free purchase amazon also note kindle app adjust fonts resize pdf document not nook read pdf s.lets not forget screen battery hold well hours.i buy gb sd card far put movies stiil room many card watch hd choose save memory nook book apps watch movies tiny sd micro card buy dvd catalyst really cool program try free line compress movies dvd automatically put micro card.i see grip add google store not sure complain ading whole another facet apps don like don add google apps still free country.so read ebooks movies game apps many others hit tickle spot give four star instead not camera crappy speaker back instead single dual front power cord expensive crummy cable .,Very pleased.  Its not an IPAD.,please not ipad .,4.0,11,2,0.8461538461538461,2013,8,2013-08-12,good
A31UHOIFMFSCN1,B00000JBIA,"It is absolutely useless.  The pictures are grainy, blurry, and have color aberrations galore.  You can't even see facial features on people.  It is not a true 640x480 camera; it uses software to obtain the 640x480 advertised resolution.  Downloads are horribly slow, and the memory is not removeable, so you can't use a better download method.  It will drain the batteries with only one loading and unloading of the 2MB memory.  This thing is not even useful as a toy for your children.  Fortunately I bought from a reputable online dealer who took the thing back, and even refunded all shipping charges.  Do yourself a favor and get an Olympus D-360L or D-460Z.  ...a lot more money, but about the least you can pay for a digital camera that takes decent pictures.DO NOT BUY THIS CAMERA!",absolutely useless picture grainy blurry color aberrations galore even see facial feature people not true camera use software obtain advertise resolution download horribly slow memory not removeable use better download method drain batteries one load unload mb memory thing not even useful toy children fortunately buy reputable online dealer take thing back even refund ship charge favor get olympus l z lot money least pay digital camera take decent pictures.do not buy camera,This camera is HORRIBLE!,camera horrible,1.0,24,0,1.0,2000,10,2000-10-12,bad
AMGGZCWY3VNZC,1400532620,"With these new ereaders on the market, the act of reading has come back to be a very ""in-style,"" technologically advanced and hip thing to do in 2010. Books are now less intimidating and more fun and convenient, and this becomes only more encouraged through Barnes and Noble's Nook.Now, to cut to the chase, the Nook can do most things that the Amazon Kindle can do as well, and while the Kindle holds some ground over the Nook, on an overall scale, if you're looking for a better and more convenient ereader, I'd say to go for the Nook.Both the Kindle and Nook have clear displays, but overall, I would say that the Kindle's display seems to have better resolution. The Kindle also beats the Nook on battery life (as you'll notice that the Nooks battery life seems to last about a week, whereas the Kindle about a month, this is due to the draining power of the Nook's light-up touch screen menu). People may also prefer the button keyboard operation of the Kindle over the Nooks sometimes annoyingly sensitive or not-sensitive-enough touch screen. The Kindle is also thinner and lighter than the Nook. Both have mp3 features though, which helps them. It's always great to be able to read to your favorite music.Now, while it may seem in this paragraph the Kindle has the Nook easily beaten, one must look deeper into finding out why the Nook is a better choice. The reason the nook beats the Kindle is easy - in its navigation, presentation and overall ease of use.The biggest problem with the Kindle (that I noticed) is that the Kindle seems to want to have the look and feel of navigating like a laptop computer in the way it presents the main menu and font size, style and book selection. The problem with this is one thing - this is NOT a computer, it's a portable book, and Barnes and Noble knows this, and made their unit feel way less like just another annoying technological gadget but instead with a ""browsing bookstore"" type of presentation. This is a very BIG difference between the two, and you can sense it even after just a few minutes of toying with it. And this is only talking about the OLDER Nook, I can only imagine how much more amazing of a presentation the color Nook can get with all of its full color pictures and extras.On top of this, the Kindle seems to have placed the turn-page buttons way too attached to the ends, so you actually end up hitting the buttons by accident way too often, whereas the Nooks buttons are more of a soft ""bendable plastic"" type, so you never hit them by accident. This, on top of the little things like being able to slide your finger on the touch screen to turn pages as well as getting book covers and previews, daily logs, etc, give the nook an overall more ""coffee house"" feel which the Kindle doesn't even come close to. And even though the Nook is bulkier and heavier, it actually is made of a more durable softer rubber-like material, and along with the white paneling it makes it feel overall way more professional and studious. Not to mention just more attractive and stylish. This is easily the hipper of the two ereaders. Therefore, things like slightly longer load times, heavier feel, sometimes annoying touch screen and slightly higher price are actually very tolerable once you pick up both units and see and feel the overall difference.Books are an old-fashioned type of entertainment, and while the Kindle tries to make reading and literature just another tacked on 21st century technological piece of unrelatable modernized hardware, the Nook walks the perfect line of bringing the ""old-fashioned"" hobby of reading to a hipper style for the 21st century without taking away the studious professionalism of reading or disrespect the art of literature either. The transition is so much smoother on the Nook that you'll forget you're even reading off of an electronic device.",new ereaders market act read come back in-style technologically advance hip thing book less intimidate fun convenient become encourage barnes noble nook.now cut chase nook things amazon kindle well kindle hold grind nook overall scale look better convenient ereader say go nook.both kindle nook clear display overall would say kindle display seem better resolution kindle also beat nook battery life notice nooks battery life seem last week whereas kindle month due drain power nook light-up touch screen menu people may also prefer button keyboard operation kindle nooks sometimes annoyingly sensitive not-sensitive-enough touch screen kindle also thinner lighter nook mp feature though help always great able read favorite music.now may seem paragraph kindle nook easily beat one must look deeper find nook better choice reason nook beat kindle easy navigation presentation overall ease use.the biggest problem kindle notice kindle seem want look feel navigate like laptop computer way present main menu font size style book selection problem one thing not computer portable book barnes noble know make unit feel way less like another annoy technological gadget instead browse bookstore type presentation big difference two sense even minutes toy talk older nook imagine much amaze presentation color nook get full color picture extras.on top kindle seem place turn-page button way attach end actually end hit button accident way often whereas nooks button soft bendable plastic type never hit accident top little things like able slide finger touch screen turn page well get book cover preview daily log etc give nook overall coffee house feel kindle doesn even come close even though nook bulkier heavier actually make durable softer rubber-like material along white panel make feel overall way professional studious not mention attractive stylish easily hipper two ereaders therefore things like slightly longer load time heavier feel sometimes annoy touch screen slightly higher price actually tolerable pick units see feel overall difference.books old-fashioned type entertainment kindle try make read literature another tack st century technological piece unrelatable modernize hardware nook walk perfect line bring old-fashioned hobby read hipper style st century without take away studious professionalism read disrespect art literature either transition much smoother nook forget even read electronic device .,"Nook BEATS the Kindle Overall, Reading Revived!",nook beat kindle overall read revive,4.0,7,0,1.0,2010,12,2010-12-17,good
A27XULAA9X5ZGQ,0972683275,"This mount is excellent. It is very well built and sturdy. I used it to mount a 32"" TV and it fit the need perfectly. The price was also very good and much, much cheaper than what an inferior mount would cost in a retail store. I would definitely recommend.",mount excellent well build sturdy use mount tv fit need perfectly price also good much much cheaper inferior mount would cost retail store would definitely recommend .,Very Pleased,please,5.0,0,0,0.0,2012,2,2012-02-17,good
A2ZR3YTMEEIIZ4,1400532655,"I'll admit, I bought it to hack it.  If you have no interest in hacking this device, then let me start with the ""stock"" review first.As an eBook reader, it is very good but not great.  eInk and its variants will always be the gold standard by which you measure a reading device, because the utility of such a display in daylight is unrivaled.  My hope is that in time, the Pixel Qi displays make their way into Kindles, Nooks, iPads, etc on such a large scale that this is no longer an issue.  Alas, it remains one, and it is a key criterion for many.  As an LCD touch screen, it is very bright and colors are rich, not saturated.  Touch sensitivity is a little rough, as is accuracy.  I did not see a calibration function.Wireless connectivity is very, very good but for some reason, will not connect with some routers.  The range is impressive, better than my Droid 2.  Speeds are very good, but I neglected a speedtest in this round.Integration with the B&N; store is very tight as expected.  The store app for the Nook is better than the Android app, necessarily: you can browse magazines and newspapers, for one thing.  Display of media is well-formatted and fairly intuitive; I never cracked the user manual or quick start guide (then again, I rarely do that for anything I buy). Prices are competitive with other vendors, and it does handle sideloading of books onto microSD cards.  By the way, 32Gb microSDs are supported.  I run with an 8Gb, and I've filled it mostly with music.And oh by the way, it plays music very well.  Some of you might listen to music while you read, and I am one of those weirdos.  This device, stock, will do just that.  Overall, I like this device, but would probably prefer eInk if I was buying it solely for reading media.However, I bought it for cheap tablet use.  In this regard, it has amazing potential.  Despite the fragmentation of custom ROM and rooting options, you can indeed settle on a Cyanogen ROM and find a lot of functionality on the cheap.  I can browse websites easily if I don't need Flash (currently not working on this ROM); I use PocketCloud to log into my home machines and I can work from there if needed.  I'd love to have Swype on this, or even Graffiti, but it is sufficient to have access to the Android Marketplace and all the attendant apps I have stored in the cloud.  There is no microphone or camera, so those apps have no place here, nor does GPS exist.  However, Bluetooth is available in Cyanogen nightlies so you can now try pairing it with headsets and keyboards.  Thus far, the potential is not fully realized but it perfectly suits my needs today.  With time, this will become a great tablet once Flash is fully operable and the Honeycomb ROMs are fully baked.Stock, 4 stars.  Hacked, 5 stars, tremendous value.-C",admit buy hack no interest hack device let start stock review first.as ebook reader good not great eink variants always gold standard measure read device utility display daylight unrivaled hope time pixel qi display make way kindle nooks ipads etc large scale no longer issue alas remain one key criterion many lcd touch screen bright color rich not saturate touch sensitivity little rough accuracy not see calibration function.wireless connectivity good reason not connect routers range impressive better droid speed good neglect speedtest round.integration n store tight expect store app nook better android app necessarily browse magazines newspapers one thing display media well-formatted fairly intuitive never crack user manual quick start guide rarely anything buy price competitive vendors handle sideloading book onto microsd card way gb microsds support run gb fill mostly music.and oh way play music well might listen music read one weirdos device stock overall like device would probably prefer eink buy solely read media.however buy cheap tablet use regard amaze potential despite fragmentation custom rom root options indeed settle cyanogen rom find lot functionality cheap browse websites easily don need flash currently not work rom use pocketcloud log home machine work need love swype even graffiti sufficient access android marketplace attendant apps store cloud no microphone camera apps no place nor gps exist however bluetooth available cyanogen nightlies try pair headsets keyboards thus far potential not fully realize perfectly suit need today time become great tablet flash fully operable honeycomb roms fully baked.stock star hack star tremendous value.-c,"DIY Tablet on the cheap, and not bad ""stock"" either",diy tablet cheap not bad stock either,5.0,5,1,0.8333333333333334,2011,3,2011-03-16,good
A2DN13HKY0A58L,1400501466,my wife was tired of dragging books around she loves the covienence of the tablet and can make the text larger,wife tire drag book around love covienence tablet make text larger,present for wife,present wife,5.0,0,0,0.0,2013,6,2013-06-11,good
AAZ084UMH8VZ2,1400699169,"I cannot believe the seller who sold me this not good, great Nook HD+, that is keeping me very happy. I have been truly blessed, this Nook tablet is the best. I am watching movies on it via Hulu and Netflix and other apps for movies etc. The video and audio are great for me either outside on my porch or indoors.I do not plan to do much more other than playing a game here and there, this tablet is sufficient to my needs. There is no camera, if you need one get another type of tablet. I recommend for those who do not need a super tablet, however, this tablet can do a lot. I just have not tried it all yet. I will  again say this, the video playback to me is awesome,it is truly HD. I am very satisfied with my refurbished Nook HD+, II am getting a lot for very little. I recommend buying thNook for a few dollars worth a  lot of fun.",not believe seller sell not good great nook hd+ keep happy truly bless nook tablet best watch movies via hulu netflix apps movies etc video audio great either outside porch indoors.i not plan much play game tablet sufficient need no camera need one get another type tablet recommend not need super tablet however tablet lot not try yet say video playback awesome truly hd satisfy refurbish nook hd+ ii get lot little recommend buy thnook dollars worth lot fun .,This was such a good buy,good buy,5.0,0,0,0.0,2014,5,2014-05-04,good
A298COFUERZQWL,B00000J434,"This is the perfect example of excellent marketing pushing an inferior product to market.  The consumer is fooled into thinking that this &quot;hard case&quot; is actually hard and is actually made of alumunim,  when in fact the case is made of PLASTIC and has two VERY thin strips of  aluminum outside the plastic.  This case could easily crack under little  pressure.  I purchased this case but was greatly disappointed by the  plastic composition and flimsiness of the case.  For 40 bucks you think  you'd get something nice and strong, but save your hard-earned money for  some other case.  If you want just something to protect your Palm V in, I'd  strongly suggest something with a leather cover that is far more durable  than this plastic case.  Even better, go for the leather case that has a  zipper.  For even more protection, go for the Rhinoskin Palm protectors.  Those are a little bit more expensive but are definitely worth the money,  considering the amount of money it costs to replace your Palm if you damage  it.The only reason why you should buy this flimsy, overpriced  &quot;hard case&quot; is if you have a LOT of money to blow, care more  about looks than functionality, and don't care if your Palm actually gets  damaged.  This case will pop open when you don't expect it, and who knows  what will happen to your Palm's panel.",perfect example excellent market push inferior product market consumer fool think quot hard case quot actually hard actually make alumunim fact case make plastic two thin strip aluminum outside plastic case could easily crack little pressure purchase case greatly disappoint plastic composition flimsiness case buck think get something nice strong save hard-earned money case want something protect palm strongly suggest something leather cover far durable plastic case even better go leather case zipper even protection go rhinoskin palm protectors little bite expensive definitely worth money consider amount money cost replace palm damage it.the reason buy flimsy overprice quot hard case quot lot money blow care look functionality don care palm actually get damage case pop open don expect know happen palm panel .,"NOT worth 40 bucks, is NOT strong, is made of PLASTIC",not worth buck not strong make plastic,1.0,2,1,0.6666666666666666,2000,6,2000-06-01,bad
A3IC6OB22INS9,0972683275,Just to know that the TV will sit off center of where the base is placed. Other than that it has held up and worked.,know tv sit center base place hold work .,product worked as advertised.,product work advertise .,4.0,0,0,0.0,2013,5,2013-05-24,good
A2NICY8I08AZL2,B00000J3HB,"For the price, and the brand name, Motorola's FRS radios should be more durable - these don't last long in average use (either business use by IT professionals, or the real torture test, with pre-teen boys).",price brand name motorola frs radio durable don last long average use either business use professionals real torture test pre-teen boys .,Disappointing,disappoint,3.0,6,10,0.375,2000,5,2000-05-19,bad
A3BMUBUC1N77U8,0972683275,This mount works really well once you get it up and going.  Only problem is just the arms are a little goofy getting them all in the right spot.  But that's really not too big an issue considering all the different TV's and their mounting hole locations.,mount work really well get go problem arm little goofy get right spot really not big issue consider different tv mount hole locations .,"Pretty simple, but definitely good!",pretty simple definitely good,4.0,0,0,0.0,2013,11,2013-11-23,good
A1LHCUV1YEFCDV,1400532620,Not happy with my Nook.  Be forewarned...you can pay for some books and they will download but you can't open them.  How to avoid this? Open up the description of your book on the buying site and make sure it says for Nook..and not nook color or nook etc...just Nook.  I've had to ask for credits several times already.There aren't enough books available in my opinion to justify using the darn thing. Maybe the Nook Color is a better bet?,not happy nook forewarn pay book download open avoid open description book buy site make sure say nook not nook color nook etc nook ask credit several time already.there aren enough book available opinion justify use darn thing maybe nook color better bet,Nook Reader,nook reader,1.0,1,3,0.25,2011,5,2011-05-10,bad
A1S45WQWHNQBF2,140053271X,"I tried to leave this review at barnesandnoble.com, but they never posted it. Oh well.The Nook Simple Touch is a great e-reader. If you are looking for a tablet like device to surf the internet and check email, this is not the product for you. The e-ink screen is amazing. It looks like you are reading a physical book. I like that you can turn the page by pressing the buttons or touching the side of the screen. Either way will be useful depending on how you are holding the book. This is very simple, which I love. One night, I was lying down in bed and went to lay the Nook on it's side then immediately jerked it back up before the page orientation changed. Then I remembered that it won't do that; which makes this great for reading no matter what position you may be sitting or lying in.The Nook accepts epub books; which means that you can get books from a variety of stores, not just Barnes & Noble. I found that between the B&N; store and Google Books, you can get all of the classics for free. No reason to pay for one of those ever again. Download Adobe Digital Editions to put books on from other places; including borrowed books from the public library.The Nook doesn't handle pdf's well on its own, but there is a work around. Download Calibre, bring your pdf's into it and then convert them into epubs. Once you do that, you will be able to highlight and take notes like you can with the actual books.If you want a simple e-reader, the Nook Simple Touch is the best. (FYI: It's costs less on the B&N; website.)",try leave review barnesandnoble.com never post oh well.the nook simple touch great e-reader look tablet like device surf internet check email not product e-ink screen amaze look like read physical book like turn page press button touch side screen either way useful depend hold book simple love one night lie bed go lay nook side immediately jerk back page orientation change remember win make great read no matter position may sit lie in.the nook accept epub book mean get book variety store not barnes noble find n store google book get classics free no reason pay one ever download adobe digital editions put book place include borrow book public library.the nook doesn handle pdf well work around download calibre bring pdf convert epubs able highlight take note like actual books.if want simple e-reader nook simple touch best fyi cost less n website,Great e-reader!,great e-reader,5.0,1,0,1.0,2012,2,2012-02-10,good
A18H6KCOM1IPDZ,9573212900,"The Acer Aspire Netbook is sold with Windows XP operating system.  This DVD/CD burner is sold with the Windows ME driver, a generation behind the XP.  I tried downloading an updated driver from Microsoft, no go.  I tried contacting cBear, hoping they would support their product, NOTHING!  $25 paperweight is now what I have.  Amazon should drop cBear as a re-seller.  (It's not Microsoft's job to support cBear's hardware, it's cBear's job to support their product.  Not even ansering my email is not acceptable.)",acer aspire netbook sell windows xp operate system dvd/cd burner sell windows driver generation behind xp try download update driver microsoft no go try contact cbear hop would support product nothing paperweight amazon drop cbear re-seller not microsoft job support cbear hardware cbear job support product not even ansering email not acceptable,cBear Acer ASpireOne USB External DVD/CD-RW,cbear acer aspireone usb external dvd/cd-rw,1.0,1,1,0.5,2013,5,2013-05-05,bad
A1VJGPW4W8FBFV,B00000JBHP,"These inexpensive earphones provide adequate rendering of sound from TV, movies, etc.  However, in terms of comfort, they leave much to be desired.  The flat, hard plastic speaker enclosure is only covered by a thin, somewhat scratchy &#34;cloth&#34; material.  It provides inadequate cushioning of one's ears from the hard plastic of the speaker enclosures.  A cotton, or even a foam covering would be an improvement.",inexpensive earphones provide adequate render sound tv movies etc however term comfort leave much desire flat hard plastic speaker enclosure cover thin somewhat scratchy cloth material provide inadequate cushion one ears hard plastic speaker enclosures cotton even foam cover would improvement .,"Sound OK, Comfort SoSo",sound ok comfort soso,2.0,3,1,0.75,2013,2,2013-02-18,bad
A36HL8Y5NI4FR9,1615527613,"The original chargers I had for the Nooks were dying, as in literally falling apart after a couple years. Hopefully these replacement chargers will last just as long, if not longer.",original chargers nooks die literally fall apart couple years hopefully replacement chargers last long not longer .,Just in time,time,5.0,0,0,0.0,2013,3,2013-03-30,good
